Year,Week,Temperature
2005,31,20.0
2005,32,17.4
2005,33,20.3
2005,34,20.5
2005,35,11.9
2005,36,13.7
2005,37,9.1
2005,38,7.3
2005,39,4.9
2005,40,2.2
2005,41,2.0
2005,42,-1.8
2005,43,-1.4
2005,44,-3.8
2005,45,-5.7
2005,46,-8.4
2005,47,-8.8
2005,48,-7.0
2005,49,-8.2
2005,50,-11.6
2005,51,-9.5
2005,52,-8.1
2006,1,-12.5
2006,2,-7.4
2006,3,-9.0
2006,4,-5.4
2006,5,-6.7
2006,6,-7.2
2006,7,-5.2
2006,8,0.0
2006,9,2.4
2006,10,2.2
2006,11,7.4
2006,12,5.0
2006,13,10.3
2006,14,10.2
2006,15,13.4
2006,16,16.8
2006,17,16.8
2006,18,19.5
2006,19,23.8
2006,20,22.0
2006,21,25.9
2006,22,22.9
2006,23,26.8
2006,24,29.1
2006,25,21.4
2006,26,24.6
2006,27,26.9
2006,28,24.7
2006,29,25.0
2006,30,21.9
2006,31,21.9
2006,32,19.9
2006,33,20.9
2006,34,17.2
2006,35,15.4
2006,36,11.8
2006,37,9.5
2006,38,7.4
2006,39,6.9
2006,40,3.2
2006,41,2.5
2006,42,4.1
2006,43,-0.2
2006,44,-4.3
2006,45,-2.8
2006,46,-7.3
2006,47,-11.7
2006,48,-10.5
2006,49,-12.9
2006,50,-10.3
2006,51,-9.7
2006,52,-6.2
2007,1,-8.5
2007,2,-8.9
2007,3,-5.9
2007,4,-10.9
2007,5,-4.7
2007,6,-2.1
2007,7,-4.9
2007,8,2.3
2007,9,2.6
2007,10,3.2
2007,11,7.4
2007,12,12.9
2007,13,10.9
2007,14,13.1
2007,15,13.8
2007,16,15.0
2007,17,20.2
2007,18,18.6
2007,19,21.9
2007,20,22.2
2007,21,25.2
2007,22,25.8
2007,23,27.9
2007,24,25.2
2007,25,25.8
2007,26,24.2
2007,27,24.9
2007,28,25.9
2007,29,25.8
2007,30,21.3
2007,31,23.5
2007,32,23.0
2007,33,19.4
2007,34,20.4
2007,35,13.2
2007,36,10.1
2007,37,6.9
2007,38,11.3
2007,39,7.5
2007,40,3.9
2007,41,2.5
2007,42,-2.3
2007,43,3.0
2007,44,-3.3
2007,45,-4.9
2007,46,-5.0
2007,47,-6.6
2007,48,-8.1
2007,49,-10.7
2007,50,-8.6
2007,51,-5.9
2007,52,-6.8
2008,1,-5.9
2008,2,-9.5
2008,3,-9.6
2008,4,-6.7
2008,5,-5.0
2008,6,-1.4
2008,7,-5.3
2008,8,3.1
2008,9,1.7
2008,10,3.2
2008,11,4.2
2008,12,5.1
2008,13,12.2
2008,14,12.8
2008,15,12.2
2008,16,14.1
2008,17,17.9
2008,18,23.6
2008,19,21.3
2008,20,20.2
2008,21,23.8
2008,22,24.6
2008,23,20.4
2008,24,26.1
2008,25,25.9
2008,26,27.6
2008,27,29.5
2008,28,27.4
2008,29,23.8
2008,30,21.0
2008,31,27.0
2008,32,20.4
2008,33,18.6
2008,34,16.7
2008,35,15.1
2008,36,12.4
2008,37,9.4
2008,38,7.3
2008,39,6.1
2008,40,3.0
2008,41,0.6
2008,42,0.2
2008,43,-2.4
2008,44,-0.6
2008,45,-10.4
2008,46,-4.3
2008,47,-5.1
2008,48,-12.6
2008,49,-9.8
2008,50,-10.3
2008,51,-12.5
2008,52,-11.1
2009,1,-11.3
2009,2,-4.9
2009,3,-5.7
2009,4,-3.9
2009,5,-3.6
2009,6,-5.8
2009,7,-2.9
2009,8,1.0
2009,9,-0.4
2009,10,5.5
2009,11,5.7
2009,12,7.6
2009,13,12.0
2009,14,13.6
2009,15,14.1
2009,16,19.1
2009,17,16.5
2009,18,21.6
2009,19,23.0
2009,20,22.6
2009,21,25.0
2009,22,22.7
2009,23,27.7
2009,24,25.9
2009,25,25.3
2009,26,28.4
2009,27,24.5
2009,28,22.4
2009,29,21.2
2009,30,24.4
2009,31,19.3
2009,32,23.8
2009,33,14.5
2009,34,20.1
2009,35,15.2
2009,36,12.5
2009,37,9.5
2009,38,9.2
2009,39,6.1
2009,40,6.3
2009,41,2.2
2009,42,0.3
2009,43,-2.6
2009,44,-3.7
2009,45,-4.5
2009,46,-9.8
2009,47,-10.2
2009,48,-7.0
2009,49,-8.7
2009,50,-9.8
2009,51,-9.6
2009,52,-8.8
2010,1,-10.1
2010,2,-10.0
2010,3,-7.1
2010,4,-8.4
2010,5,-4.2
2010,6,-6.9
2010,7,0.3
2010,8,1.0
2010,9,2.5
2010,10,6.1
2010,11,9.6
2010,12,10.4
2010,13,6.9
2010,14,10.2
2010,15,13.6
2010,16,16.8
2010,17,19.7
2010,18,18.9
2010,19,22.3
2010,20,21.7
2010,21,23.1
2010,22,22.4
2010,23,24.1
2010,24,23.6
2010,25,24.5
2010,26,28.4
2010,27,24.0
2010,28,30.5
2010,29,25.3
2010,30,23.6
2010,31,20.2
2010,32,21.8
2010,33,17.5
2010,34,17.0
2010,35,19.9
2010,36,12.5
2010,37,12.9
2010,38,7.0
2010,39,6.2
2010,40,7.7
2010,41,0.8
2010,42,3.7
2010,43,-0.4
2010,44,-4.6
2010,45,-3.8
2010,46,-4.4
2010,47,-6.3
2010,48,-11.6
2010,49,-10.5
2010,50,-9.9
2010,51,-9.7
2010,52,-8.2
2011,1,-8.7
2011,2,-11.1
2011,3,-6.7
2011,4,-5.1
2011,5,-3.9
2011,6,-1.3
2011,7,-0.1
2011,8,1.0
2011,9,1.9
2011,10,0.8
2011,11,7.1
2011,12,8.9
2011,13,11.2
2011,14,10.2
2011,15,12.7
2011,16,18.9
2011,17,18.6
2011,18,21.7
2011,19,22.0
2011,20,23.3
2011,21,26.3
2011,22,24.2
2011,23,26.1
2011,24,25.4
2011,25,25.6
2011,26,25.7
2011,27,26.4
2011,28,24.3
2011,29,26.9
2011,30,21.5
2011,31,21.5
2011,32,19.5
2011,33,21.6
2011,34,17.2
2011,35,16.9
2011,36,9.8
2011,37,11.2
2011,38,10.2
2011,39,6.4
2011,40,6.3
2011,41,1.0
2011,42,2.9
2011,43,2.8
2011,44,-4.2
2011,45,-5.9
2011,46,-3.5
2011,47,-4.3
2011,48,-9.4
2011,49,-9.9
2011,50,-10.0
2011,51,-12.2
2011,52,-11.3
2012,1,-11.0
2012,2,-9.9
2012,3,-7.5
2012,4,-5.9
2012,5,-1.9
2012,6,-5.5
2012,7,0.2
2012,8,-0.3
2012,9,2.0
2012,10,5.5
2012,11,4.1
2012,12,9.2
2012,13,11.0
2012,14,13.8
2012,15,15.4
2012,16,21.8
2012,17,17.4
2012,18,19.4
2012,19,20.7
2012,20,22.2
2012,21,23.1
2012,22,27.7
2012,23,28.8
2012,24,25.2
2012,25,24.8
2012,26,27.3
2012,27,24.9
2012,28,26.6
2012,29,24.8
2012,30,20.3
2012,31,25.0
2012,32,24.0
2012,33,17.5
2012,34,16.1
2012,35,15.4
2012,36,13.5
2012,37,12.0
2012,38,12.5
2012,39,6.0
2012,40,2.6
2012,41,-0.7
2012,42,-1.3
2012,43,-1.8
2012,44,0.1
2012,45,-6.0
2012,46,-5.9
2012,47,-7.5
2012,48,-6.0
2012,49,-3.9
2012,50,-10.5
2012,51,-10.5
2012,52,-7.3
2013,1,-7.6
2013,2,-4.6
2013,3,-6.3
2013,4,-7.0
2013,5,-3.8
2013,6,-1.2
2013,7,-0.1
2013,8,1.2
2013,9,4.3
2013,10,6.5
2013,11,9.1
2013,12,9.8
2013,13,10.3
2013,14,13.1
2013,15,17.3
2013,16,15.2
2013,17,19.5
2013,18,19.7
2013,19,22.0
2013,20,25.9
2013,21,24.8
2013,22,25.4
2013,23,23.3
2013,24,27.9
2013,25,27.8
2013,26,30.7
2013,27,25.4
2013,28,25.8
2013,29,24.9
2013,30,26.5
2013,31,21.8
2013,32,21.0
2013,33,20.0
2013,34,17.2
2013,35,14.0
2013,36,13.2
2013,37,12.8
2013,38,6.5
2013,39,6.6
2013,40,2.8
2013,41,4.5
2013,42,-2.9
2013,43,-2.8
2013,44,-2.7
2013,45,-1.8
2013,46,-6.4
2013,47,-8.5
2013,48,-4.6
2013,49,-11.9
2013,50,-13.8
2013,51,-8.6
2013,52,-10.4
2014,1,-11.0
2014,2,-6.9
2014,3,-6.9
2014,4,-7.4
2014,5,-7.5
2014,6,-1.7
2014,7,-0.4
2014,8,-0.0
2014,9,5.9
2014,10,2.1
2014,11,3.3
2014,12,7.2
2014,13,10.6
2014,14,13.3
2014,15,14.4
2014,16,17.6
2014,17,16.3
2014,18,23.4
2014,19,21.8
2014,20,25.6
2014,21,25.2
2014,22,26.3
2014,23,27.2
2014,24,27.3
2014,25,27.8
2014,26,29.1
2014,27,26.4
2014,28,26.8
2014,29,24.3
2014,30,26.2
2014,31,20.7
2014,32,24.1
2014,33,18.7
2014,34,14.0
2014,35,15.2
2014,36,11.5
2014,37,12.4
2014,38,7.2
2014,39,5.5
2014,40,0.5
2014,41,1.3
2014,42,-4.7
2014,43,-4.9
2014,44,-1.9
2014,45,-3.4
2014,46,-5.4
2014,47,-9.3
2014,48,-8.4
2014,49,-8.9
2014,50,-11.6
2014,51,-6.5
2014,52,-7.6
2015,1,-9.3
2015,2,-8.2
2015,3,-7.0
2015,4,-10.3
2015,5,-5.4
2015,6,-4.7
2015,7,-3.7
2015,8,-0.4
2015,9,5.8
2015,10,5.5
2015,11,5.3
2015,12,9.7
2015,13,13.5
2015,14,14.7
2015,15,15.1
2015,16,15.6
2015,17,20.2
2015,18,21.3
2015,19,23.8
2015,20,24.7
2015,21,26.6
2015,22,24.3
2015,23,28.7
2015,24,26.8
2015,25,30.7
2015,26,25.1
2015,27,29.5
2015,28,25.8
2015,29,23.2
2015,30,22.4
2015,31,21.4
2015,32,21.4
2015,33,19.8
2015,34,15.8
2015,35,14.9
2015,36,17.2
2015,37,14.2
2015,38,9.4
2015,39,6.5
2015,40,4.5
2015,41,3.4
2015,42,-1.8
2015,43,-2.2
2015,44,-6.7
2015,45,-4.1
2015,46,-4.9
2015,47,-8.3
2015,48,-5.1
2015,49,-11.4
2015,50,-12.2
2015,51,-9.0
2015,52,-7.2
2016,1,-5.5
2016,2,-9.1
2016,3,-5.2
2016,4,-6.3
2016,5,-5.2
2016,6,-1.6
2016,7,-0.3
2016,8,-2.9
2016,9,5.2
2016,10,7.1
2016,11,5.2
2016,12,9.4
2016,13,11.8
2016,14,13.4
2016,15,13.9
2016,16,15.6
2016,17,18.8
2016,18,22.9
2016,19,23.2
2016,20,22.7
2016,21,26.1
2016,22,19.7
2016,23,28.4
2016,24,23.0
2016,25,25.9
2016,26,24.2
2016,27,23.5
2016,28,27.8
2016,29,23.6
2016,30,24.1
2016,31,22.0
2016,32,21.5
2016,33,19.0
2016,34,14.4
2016,35,17.0
2016,36,11.9
2016,37,7.7
2016,38,7.7
2016,39,9.4
2016,40,6.0
2016,41,1.5
2016,42,-0.5
2016,43,-2.3
2016,44,0.8
2016,45,-4.1
2016,46,-5.4
2016,47,-5.3
2016,48,-7.8
2016,49,-9.4
2016,50,-9.7
2016,51,-9.5
2016,52,-9.3
2017,1,-7.4
2017,2,-8.1
2017,3,-5.8
2017,4,-6.3
2017,5,-4.7
2017,6,-7.3
2017,7,0.2
2017,8,1.0
2017,9,4.2
2017,10,-1.5
2017,11,10.6
2017,12,8.4
2017,13,13.0
2017,14,10.9
2017,15,16.2
2017,16,14.9
2017,17,17.6
2017,18,24.4
2017,19,21.7
2017,20,23.9
2017,21,26.3
2017,22,26.5
2017,23,26.4
2017,24,27.2
2017,25,31.4
2017,26,26.4
2017,27,26.5
2017,28,27.6
2017,29,26.8
2017,30,25.8
2017,31,23.4
2017,32,18.3
2017,33,22.1
2017,34,14.7
2017,35,15.6
2017,36,11.4
2017,37,10.7
2017,38,9.3
2017,39,7.1
2017,40,5.2
2017,41,5.5
2017,42,1.2
2017,43,-2.1
2017,44,-1.4
2017,45,-2.5
2017,46,-8.6
2017,47,-6.1
2017,48,-6.8
2017,49,-9.4
2017,50,-6.5
2017,51,-9.7
2017,52,-9.0
2018,1,-9.2
2018,2,-8.1
2018,3,-9.5
2018,4,-9.0
2018,5,-1.6
2018,6,-5.0
2018,7,-3.5
2018,8,-4.0
2018,9,1.0
2018,10,1.7
2018,11,9.8
2018,12,10.7
2018,13,9.5
2018,14,17.5
2018,15,17.0
2018,16,16.4
2018,17,13.9
2018,18,25.2
2018,19,19.4
2018,20,20.2
2018,21,26.6
2018,22,30.4
2018,23,28.9
2018,24,27.7
2018,25,27.8
2018,26,28.2
2018,27,27.7
2018,28,26.1
2018,29,24.8
2018,30,23.3
2018,31,20.6
2018,32,20.0
2018,33,15.5
2018,34,16.8
2018,35,13.1
2018,36,10.8
2018,37,11.2
2018,38,11.4
2018,39,8.3
2018,40,1.2
2018,41,0.3
2018,42,2.2
2018,43,-3.5
2018,44,-3.7
2018,45,-3.7
2018,46,-8.1
2018,47,-7.1
2018,48,-10.8
2018,49,-10.0
2018,50,-8.6
2018,51,-12.5
2018,52,-8.3
2019,1,-8.8
2019,2,-7.0
2019,3,-6.8
2019,4,-3.4
2019,5,-4.5
2019,6,-4.1
2019,7,-1.3
2019,8,1.4
2019,9,2.4
2019,10,4.5
2019,11,5.1
2019,12,7.4
2019,13,8.1
2019,14,16.5
2019,15,12.6
2019,16,15.7
2019,17,17.5
2019,18,22.4
2019,19,21.6
2019,20,26.0
2019,21,23.3
2019,22,26.1
2019,23,24.5
2019,24,30.8
2019,25,24.3
2019,26,27.2
2019,27,27.4
2019,28,26.3
2019,29,24.3
2019,30,23.2
2019,31,22.3
2019,32,20.3
2019,33,20.8
2019,34,21.5
2019,35,14.0
2019,36,10.3
2019,37,10.7
2019,38,13.8
2019,39,4.9
2019,40,7.7
2019,41,5.7
2019,42,-0.8
2019,43,-0.4
2019,44,0.0
2019,45,-5.5
2019,46,-6.5
2019,47,-8.4
2019,48,-10.2
2019,49,-10.1
2019,50,-11.6
2019,51,-9.2
2019,52,-10.7
2020,1,-8.3
2020,2,-11.2
2020,3,-6.6
2020,4,-4.4
2020,5,-8.7
2020,6,-2.5
2020,7,1.0
2020,8,-2.1
2020,9,5.7
2020,10,5.3
2020,11,5.1
2020,12,8.6
2020,13,12.0
2020,14,13.2
2020,15,16.2
2020,16,15.2
2020,17,19.3
2020,18,17.8
2020,19,22.0
2020,20,21.7
2020,21,23.2
2020,22,28.0
2020,23,28.4
2020,24,27.8
2020,25,24.5
2020,26,26.0
2020,27,28.6
2020,28,25.8
2020,29,29.3
2020,30,24.3
2020,31,22.6
2020,32,20.0
2020,33,19.2
2020,34,16.8
2020,35,16.5
2020,36,14.9
2020,37,9.3
2020,38,6.1
2020,39,2.9
2020,40,5.4
2020,41,0.1
2020,42,-4.0
2020,43,-0.7
2020,44,1.8
2020,45,-4.8
2020,46,-4.4
2020,47,-7.1
2020,48,-8.3
2020,49,-6.9
2020,50,-9.7
2020,51,-8.7
2020,52,-8.5
2021,1,-10.1
2021,2,-6.1
2021,3,-7.5
2021,4,-7.6
2021,5,-3.7
2021,6,-5.0
2021,7,-1.4
2021,8,0.4
2021,9,4.5
2021,10,5.4
2021,11,6.5
2021,12,10.4
2021,13,13.7
2021,14,14.2
2021,15,15.2
2021,16,14.5
2021,17,16.8
2021,18,20.1
2021,19,21.0
2021,20,23.2
2021,21,24.8
2021,22,26.6
2021,23,26.1
2021,24,27.6
2021,25,26.9
2021,26,22.7
2021,27,24.3
2021,28,25.3
2021,29,22.3
2021,30,24.8
2021,31,25.3
2021,32,23.1
2021,33,18.5
2021,34,20.1
2021,35,15.4
2021,36,12.4
2021,37,9.7
2021,38,8.1
2021,39,5.8
2021,40,4.8
2021,41,2.7
2021,42,0.4
2021,43,-0.6
2021,44,-0.8
2021,45,-2.8
2021,46,-9.0
2021,47,-12.3
2021,48,-6.2
2021,49,-11.5
2021,50,-9.6
2021,51,-11.6
2021,52,-12.7
2022,1,-7.6
2022,2,-6.5
2022,3,-8.3
2022,4,-11.2
2022,5,-5.8
2022,6,-2.4
2022,7,-4.4
2022,8,0.8
2022,9,2.4
2022,10,5.6
2022,11,6.8
2022,12,6.8
2022,13,13.3
2022,14,12.8
2022,15,15.1
2022,16,15.3
2022,17,18.1
2022,18,18.9
2022,19,21.9
2022,20,27.0
2022,21,22.0
2022,22,22.4
2022,23,29.2
2022,24,26.2
2022,25,25.4
2022,26,28.7
2022,27,25.0
2022,28,29.3
2022,29,26.1
2022,30,22.6
2022,31,26.6
2022,32,19.5
2022,33,20.5
2022,34,17.7
2022,35,17.8
2022,36,16.2
2022,37,11.0
2022,38,7.3
2022,39,7.5
2022,40,3.1
2022,41,6.4
2022,42,0.7
2022,43,-2.2
2022,44,-2.8
2022,45,-7.4
2022,46,-8.0
2022,47,-4.8
2022,48,-9.4
2022,49,-10.8
2022,50,-8.0
2022,51,-6.8
2022,52,-7.7
2023,1,-6.7
2023,2,-9.5
2023,3,-10.0
2023,4,-3.0
2023,5,-5.3
2023,6,-3.6
2023,7,1.2
2023,8,1.6
2023,9,3.3
2023,10,8.8
2023,11,5.4
2023,12,10.7
2023,13,11.1
2023,14,13.7
2023,15,18.2
2023,16,18.2
2023,17,20.1
2023,18,22.9
2023,19,21.6
2023,20,21.9
2023,21,22.7
2023,22,21.7
2023,23,30.4
2023,24,24.5
2023,25,26.4
2023,26,26.1
2023,27,26.9
2023,28,27.3
2023,29,26.5
2023,30,22.5
2023,31,21.9
2023,32,21.3
2023,33,18.5
2023,34,20.4
2023,35,16.2
2023,36,14.6
2023,37,12.3
2023,38,11.2
2023,39,7.0
2023,40,1.9
2023,41,3.2
2023,42,-0.9
2023,43,-2.5
2023,44,-2.0
2023,45,-2.2
2023,46,-6.0
2023,47,-6.5
2023,48,-4.6
2023,49,-8.2
2023,50,-3.9
2023,51,-8.1
2023,52,-12.6
2024,1,-7.1
2024,2,-7.2
2024,3,-4.5
2024,4,-4.6
2024,5,-4.9
2024,6,-5.5
2024,7,-1.8
2024,8,-1.2
2024,9,1.3
2024,10,5.7
2024,11,10.0
2024,12,9.6
2024,13,8.6
2024,14,14.0
2024,15,17.6
2024,16,16.0
2024,17,18.8
2024,18,20.8
2024,19,20.7
2024,20,25.0
2024,21,24.5
2024,22,26.5
2024,23,24.5
2024,24,25.8
2024,25,28.3
2024,26,26.0
2024,27,29.8
2024,28,24.9
2024,29,25.2
2024,30,25.5
2024,31,19.5
2024,32,17.3
2024,33,16.0
2024,34,19.7
2024,35,14.1
2024,36,18.3
2024,37,9.9
2024,38,9.2
2024,39,9.8
2024,40,8.5
2024,41,6.6
