Hour,Pricing Location,Ontario Price,Energy Loss Price,Energy Congestion Price,Date,Timestamp
7,ONTARIO_ZONAL_PRICE,37.26,0.47,0.0,2026-02-28,2026-02-28 06:00:00
8,ONTARIO_ZONAL_PRICE,38.65,0.65,0.0,2026-02-28,2026-02-28 07:00:00
9,ONTARIO_ZONAL_PRICE,40.04,0.61,-0.7,2026-02-28,2026-02-28 08:00:00
10,ONTARIO_ZONAL_PRICE,45.73,0.68,0.0,2026-02-28,2026-02-28 09:00:00
11,ONTARIO_ZONAL_PRICE,44.08,0.64,-0.75,2026-02-28,2026-02-28 10:00:00
12,ONTARIO_ZONAL_PRICE,46.39,0.72,0.0,2026-02-28,2026-02-28 11:00:00
13,ONTARIO_ZONAL_PRICE,44.28,0.64,-0.75,2026-02-28,2026-02-28 12:00:00
14,ONTARIO_ZONAL_PRICE,41.37,0.58,-0.7,2026-02-28,2026-02-28 13:00:00
15,ONTARIO_ZONAL_PRICE,39.62,0.54,0.0,2026-02-28,2026-02-28 14:00:00
16,ONTARIO_ZONAL_PRICE,44.32,0.55,0.0,2026-02-28,2026-02-28 15:00:00
17,ONTARIO_ZONAL_PRICE,45.45,0.48,0.0,2026-02-28,2026-02-28 16:00:00
18,ONTARIO_ZONAL_PRICE,53.97,0.26,0.0,2026-02-28,2026-02-28 17:00:00
19,ONTARIO_ZONAL_PRICE,68.55,0.3,0.0,2026-02-28,2026-02-28 18:00:00
20,ONTARIO_ZONAL_PRICE,58.91,0.41,0.0,2026-02-28,2026-02-28 19:00:00
21,ONTARIO_ZONAL_PRICE,55.34,0.38,0.0,2026-02-28,2026-02-28 20:00:00
22,ONTARIO_ZONAL_PRICE,53.51,0.33,0.0,2026-02-28,2026-02-28 21:00:00
23,ONTARIO_ZONAL_PRICE,51.91,0.41,0.0,2026-02-28,2026-02-28 22:00:00
24,ONTARIO_ZONAL_PRICE,45.25,0.52,0.0,2026-02-28,2026-02-28 23:00:00
